Date,A,B,C,D,E
2020/4/29 17:10,-6,8,-6.2,29,27
2020/4/29 17:11,4,8,-6.1,29,27
2020/4/29 17:12,-2,9,-6,29,27
2020/4/29 17:13,-4,8,-6,29,28
2020/4/29 17:14,-2,8,-6.1,29,28
2020/4/29 17:15,-10,7,-6,29,28
2020/4/29 17:16,-2,8,-6.1,29,28
2020/4/29 17:17,-3,8,-6.1,29,27
2020/4/29 17:18,0,9,-6,29,27
2020/4/29 17:19,5,8,-6,29,27
2020/4/29 17:20,1,9,-6.1,29,27
2020/4/29 17:21,7,8,-6.1,28,27
2020/4/29 17:22,-4,8,-6.1,28,27
2020/4/29 17:23,0,8,-6.1,28,27
2020/4/29 17:24,0,8,-6.2,28,27
2020/4/29 17:25,1,8,-6.2,28,27
2020/4/29 17:26,-10,8,-6.2,28,27
2020/4/29 17:27,7,8,-6.2,28,27
2020/4/29 17:28,7,8,-6.2,28,27
2020/4/29 17:29,8,8,-6.2,28,27
2020/4/29 17:30,-5,8,-6.2,28,27
2020/4/29 17:31,-3,9,-6.2,28,27
2020/4/29 17:32,-7,9,-6.2,28,27
2020/4/29 17:33,-10,7,-6.2,28,27
2020/4/29 17:34,-7,9,-6.2,28,27
2020/4/29 17:35,7,8,-6.2,28,27
2020/4/29 17:36,1,8,-6.2,28,27
2020/4/29 17:37,-10,9,-6.2,28,27
2020/4/29 17:38,1,8,-6.2,28,27
2020/4/29 17:39,0,8,-6.2,28,27
2020/4/29 17:40,9,8,-6.2,28,27
2020/4/29 17:41,-10,8,-6.2,28,27
2020/4/29 17:42,4,8,-6.2,28,27
2020/4/29 17:43,2,8,-6.2,28,27
2020/4/29 17:44,7,8,-6.2,28,27
2020/4/29 17:45,-9,8,-6.2,28,27
2020/4/29 17:46,-1,8,-6.2,28,27
2020/4/29 17:47,-7,8,-6.2,28,27
2020/4/29 17:48,11,8,-6.2,28,27
2020/4/29 17:49,3,8,-6.2,28,27
2020/4/29 17:50,-9,8,-6.2,28,27
2020/4/29 17:51,-6,9,-6.2,28,27
2020/4/29 17:52,-5,8,-6.3,28,27
2020/4/29 17:53,5,7,-6.3,28,27
2020/4/29 17:54,8,7,-6.2,28,27
2020/4/29 17:55,-6,8,-6.2,28,27
2020/4/29 17:56,1,8,-6.2,28,27
2020/4/29 17:57,-2,7,-6.2,28,27
2020/4/29 17:58,-4,8,-6.2,28,27
2020/4/29 17:59,7,8,-6.2,28,27
2020/4/29 18:00,10,7,-6.2,28,27
2020/4/29 18:01,0,8,-6.2,28,27
2020/4/29 18:02,-8,8,-6.2,28,27
2020/4/29 18:03,-10,8,-6.2,28,27
2020/4/29 18:04,-4,8,-6.2,28,27
2020/4/29 18:05,-10,8,-6.3,28,27
2020/4/29 18:06,-9,8,-6.1,28,27
2020/4/29 18:07,1,7,-6.1,28,27
2020/4/29 18:08,-4,8,-6,28,27
2020/4/29 18:09,-4,9,-6,29,28
2020/4/29 18:10,-3,8,-6.1,29,28
2020/4/29 18:11,7,8,-6.1,29,28
2020/4/29 18:12,4,8,-6.1,29,27
2020/4/29 18:13,-10,8,-6.1,29,27
2020/4/29 18:14,-2,8,-6.2,29,27
2020/4/29 18:15,-8,8,-6.1,29,27
2020/4/29 18:16,-2,8,-6.1,29,27
2020/4/29 18:17,-3,8,-6.1,28,27
2020/4/29 18:18,-10,8,-6.1,28,27
2020/4/29 18:19,-10,7,-6.2,28,27
2020/4/29 18:20,-4,8,-6.1,28,27
2020/4/29 18:21,-2,8,-6.1,28,27
2020/4/29 18:22,-7,8,-6.2,28,27
2020/4/29 18:23,1,8,-6.1,28,27
2020/4/29 18:24,-1,8,-6.1,28,27
2020/4/29 18:25,-7,8,-6.3,28,27
2020/4/29 18:26,-2,8,-6.2,28,27
2020/4/29 18:27,4,8,-6.3,28,27
2020/4/29 18:28,-8,7,-6.2,28,27
2020/4/29 18:29,-1,8,-6.2,28,27
2020/4/29 18:30,-2,8,-6.2,28,27
2020/4/29 18:31,2,8,-6.2,28,27
2020/4/29 18:32,-5,8,-6.2,28,27
2020/4/29 18:33,9,8,-6.2,28,27
2020/4/29 18:34,-9,8,-6.2,28,27
2020/4/29 18:35,-10,8,-6.3,28,27
2020/4/29 18:36,0,7,-6.3,28,27
2020/4/29 18:37,-9,7,-6.3,28,27
2020/4/29 18:38,-5,7,-6.2,28,27
2020/4/29 18:39,-5,7,-6.2,28,27
2020/4/29 18:40,-6,8,-6.2,28,27
2020/4/29 18:41,-7,7,-6.3,28,27
2020/4/29 18:42,5,8,-6.2,28,27
2020/4/29 18:43,1,8,-6.2,28,27
2020/4/29 18:44,5,8,-6.3,28,27
2020/4/29 18:45,-4,8,-6.3,28,27
2020/4/29 18:46,-10,8,-6.3,28,27
2020/4/29 18:47,2,7,-6.2,28,27
2020/4/29 18:48,-2,9,-6.3,28,27
2020/4/29 18:49,7,8,-6.3,28,27
2020/4/29 18:50,-9,8,-6.2,28,27
2020/4/29 18:51,-10,8,-6.2,28,27
2020/4/29 18:52,-7,7,-6.3,28,27
2020/4/29 18:53,-9,8,-6.3,28,27
2020/4/29 18:54,-5,8,-6.2,28,27
2020/4/29 18:55,-10,8,-6.2,28,27
2020/4/29 18:56,11,9,-6.2,29,27
2020/4/29 18:57,11,9,-6.2,29,27
2020/4/29 18:58,-1,8,-6.3,28,27
2020/4/29 18:59,-7,8,-6.2,29,27
2020/4/29 19:00,-10,8,-6.1,28,27
2020/4/29 19:01,3,9,-6.1,29,27
2020/4/29 19:02,-8,8,-6.1,29,28
2020/4/29 19:03,-3,8,-6,29,28
2020/4/29 19:04,1,8,-6.1,29,28
2020/4/29 19:05,-10,8,-6.1,29,28
2020/4/29 19:06,-9,8,-6.1,29,27
2020/4/29 19:07,-6,9,-6.1,29,27
2020/4/29 19:08,3,8,-6.1,29,27
2020/4/29 19:09,-5,8,-6.1,29,27
2020/4/29 19:10,-2,7,-6.2,29,27
2020/4/29 19:11,1,8,-6.1,28,27
2020/4/29 19:12,9,8,-6.1,28,27
2020/4/29 19:13,7,8,-6.1,29,27
2020/4/29 19:14,0,9,-6.1,28,27
2020/4/29 19:15,-7,9,-6.1,28,27
2020/4/29 19:16,-2,8,-6.1,28,27
2020/4/29 19:17,-7,7,-6.2,28,27
2020/4/29 19:18,6,7,-6.3,28,27
2020/4/29 19:19,-4,8,-6.2,28,27
2020/4/29 19:20,-3,7,-6.3,28,27
2020/4/29 19:21,-10,8,-6.2,28,27
2020/4/29 19:22,-3,8,-6.2,28,27
2020/4/29 19:23,-2,8,-6.2,28,27
2020/4/29 19:24,-10,8,-6.3,28,27
2020/4/29 19:25,3,8,-6.2,28,27
2020/4/29 19:26,0,8,-6.3,28,27
2020/4/29 19:27,7,8,-6.2,28,27
2020/4/29 19:28,-4,8,-6.2,28,27
2020/4/29 19:29,-1,7,-6.2,28,27
2020/4/29 19:30,-10,8,-6.3,28,27
2020/4/29 19:31,-4,8,-6.3,28,27
2020/4/29 19:32,5,8,-6.3,28,27
2020/4/29 19:33,9,9,-6.2,28,27
2020/4/29 19:34,0,7,-6.2,28,27
2020/4/29 19:35,-7,8,-6.2,28,27
2020/4/29 19:36,-6,8,-6.2,28,27
2020/4/29 19:37,1,9,-6.2,28,27
2020/4/29 19:38,0,8,-6.2,28,27
2020/4/29 19:39,-1,8,-6.2,28,27
2020/4/29 19:40,-1,8,-6.2,28,27
2020/4/29 19:41,-5,8,-6.3,28,27
2020/4/29 19:42,9,8,-6.3,28,27
2020/4/29 19:43,9,8,-6.3,28,27
2020/4/29 19:44,8,8,-6.3,28,27
2020/4/29 19:45,1,8,-6.3,28,27
2020/4/29 19:46,10,9,-6.2,28,27
2020/4/29 19:47,3,8,-6.3,28,27
2020/4/29 19:48,-6,8,-6.3,28,27
2020/4/29 19:49,9,9,-6.2,28,27
2020/4/29 19:50,-3,8,-6.2,28,27
2020/4/29 19:51,-10,8,-6.3,28,27
2020/4/29 19:52,2,8,-6.2,28,27
2020/4/29 19:53,0,8,-6.3,28,27
2020/4/29 19:54,6,9,-6.2,28,27
2020/4/29 19:55,-3,8,-6.1,28,27
2020/4/29 19:56,-5,8,-6,28,27
2020/4/29 19:57,-10,8,-6,29,28
2020/4/29 19:58,4,8,-6.1,29,28
2020/4/29 19:59,-10,9,-6.1,29,28
2020/4/29 20:00,-10,8,-6.1,29,28
2020/4/29 20:01,-2,8,-6.1,29,28
2020/4/29 20:02,-1,8,-6.2,29,27
2020/4/29 20:03,9,8,-6.1,29,27
2020/4/29 20:04,-1,7,-6.1,29,27
2020/4/29 20:05,-10,9,-6,29,27
2020/4/29 20:06,3,7,-6.1,29,27
2020/4/29 20:07,7,8,-6.1,29,27
2020/4/29 20:08,4,9,-6.2,29,27
2020/4/29 20:09,-9,8,-6.1,28,27
2020/4/29 20:10,5,8,-6.1,28,27
2020/4/29 20:11,5,7,-6.1,28,27
2020/4/29 20:12,6,8,-6.1,28,27
2020/4/29 20:13,7,8,-6.2,28,27
2020/4/29 20:14,-3,8,-6.1,29,27
2020/4/29 20:15,-10,8,-6.2,29,27
2020/4/29 20:16,-1,8,-6.2,28,27
2020/4/29 20:17,5,8,-6.3,28,27
2020/4/29 20:18,4,8,-6.2,28,27
2020/4/29 20:19,11,8,-6.3,28,27
2020/4/29 20:20,-7,8,-6.3,28,27
2020/4/29 20:21,-7,9,-6.3,28,27
2020/4/29 20:22,9,8,-6.2,28,27
2020/4/29 20:23,-4,8,-6.2,28,27
2020/4/29 20:24,-2,8,-6.2,28,27
2020/4/29 20:25,8,7,-6.3,28,27
2020/4/29 20:26,-9,8,-6.3,28,27
2020/4/29 20:27,-4,8,-6.3,28,27
2020/4/29 20:28,3,8,-6.3,28,27
2020/4/29 20:29,-10,8,-6.2,28,27
2020/4/29 20:30,-4,8,-6.2,28,27
2020/4/29 20:31,-9,8,-6.2,28,27
2020/4/29 20:32,3,8,-6.2,28,27
2020/4/29 20:33,-5,7,-6.2,28,27
2020/4/29 20:34,1,8,-6.2,28,27
2020/4/29 20:35,-10,8,-6.3,28,27
2020/4/29 20:36,5,7,-6.2,28,27
2020/4/29 20:37,8,7,-6.3,28,27
2020/4/29 20:38,-10,8,-6.2,28,27
2020/4/29 20:39,-5,8,-6.3,28,27
2020/4/29 20:40,2,9,-6.3,28,27
2020/4/29 20:41,-10,8,-6.3,28,27
2020/4/29 20:42,-1,9,-6.3,29,27
2020/4/29 20:43,9,8,-6.3,29,27
2020/4/29 20:44,-5,8,-6.3,29,27
2020/4/29 20:45,2,7,-6.3,29,27
2020/4/29 20:46,-3,7,-6.3,29,27
2020/4/29 20:47,4,7,-6.3,29,27
2020/4/29 20:48,9,8,-6.2,29,27
2020/4/29 20:49,-8,8,-6.3,29,27
2020/4/29 20:50,-5,8,-6.1,28,27
2020/4/29 20:51,-6,8,-6,28,27
2020/4/29 20:52,2,8,-6,29,28
2020/4/29 20:53,-5,8,-6,29,28
2020/4/29 20:54,10,9,-6,29,28
2020/4/29 20:55,12,8,-6.1,29,28
2020/4/29 20:56,-6,8,-6.1,29,28
2020/4/29 20:57,7,8,-6.1,29,27
2020/4/29 20:58,-6,8,-6.1,29,27
2020/4/29 20:59,-10,8,-6.1,29,27
2020/4/29 21:00,-6,8,-6.1,29,27
2020/4/29 21:01,-1,8,-6.1,29,27
2020/4/29 21:02,-6,8,-6,29,27
2020/4/29 21:03,-3,9,-6.1,29,27
2020/4/29 21:04,5,8,-6.2,29,27
2020/4/29 21:05,0,7,-6.2,29,27
2020/4/29 21:06,-1,8,-6.3,29,27
2020/4/29 21:07,-6,8,-6.3,29,27
2020/4/29 21:08,2,8,-6.3,29,27
2020/4/29 21:09,-1,8,-6.3,29,27
2020/4/29 21:10,-5,8,-6.3,29,27
2020/4/29 21:11,5,8,-6.2,29,27
2020/4/29 21:12,-6,8,-6.2,28,27
2020/4/29 21:13,-10,8,-6.2,28,27
2020/4/29 21:14,-6,8,-6.3,28,27
2020/4/29 21:15,-5,8,-6.3,28,27
2020/4/29 21:16,3,7,-6.3,28,27
2020/4/29 21:17,3,8,-6.2,28,27
2020/4/29 21:18,3,8,-6.2,28,27
2020/4/29 21:19,-7,7,-6.2,28,27
2020/4/29 21:20,-10,8,-6.2,28,27
2020/4/29 21:21,7,8,-6.2,28,27
2020/4/29 21:22,-9,8,-6.3,28,27
2020/4/29 21:23,-7,8,-6.3,28,27
2020/4/29 21:24,-6,9,-6.2,28,27
2020/4/29 21:25,-10,8,-6.3,28,27
2020/4/29 21:26,-7,8,-6.3,28,27
2020/4/29 21:27,-6,8,-6.2,28,27
2020/4/29 21:28,-2,7,-6.3,28,27
2020/4/29 21:29,-3,9,-6.2,28,27
2020/4/29 21:30,-1,8,-6.2,28,27
2020/4/29 21:31,-10,7,-6.3,28,27
2020/4/29 21:32,0,8,-6.3,28,27
2020/4/29 21:33,-10,8,-6.2,28,27
2020/4/29 21:34,-6,8,-6.2,28,27
2020/4/29 21:35,-5,7,-6.3,28,27
2020/4/29 21:36,-2,7,-6.3,28,27
2020/4/29 21:37,1,8,-6.3,28,27
2020/4/29 21:38,0,8,-6.2,28,27
2020/4/29 21:39,-6,8,-6.2,28,27
2020/4/29 21:40,-10,8,-6.2,28,27
2020/4/29 21:41,-10,8,-6.2,28,27
2020/4/29 21:42,2,8,-6.2,28,27
2020/4/29 21:43,11,7,-6.3,28,27
2020/4/29 21:44,13,8,-6.2,28,27
2020/4/29 21:45,7,9,-6.1,28,27
2020/4/29 21:46,5,8,-6,28,27
2020/4/29 21:47,5,9,-6,29,28
2020/4/29 21:48,-3,8,-6,29,28
2020/4/29 21:49,6,8,-6.1,29,28
2020/4/29 21:50,-10,8,-6.1,29,28
2020/4/29 21:51,-10,8,-6.1,29,27
2020/4/29 21:52,-2,9,-6.1,29,27
2020/4/29 21:53,-6,9,-6.1,29,27
2020/4/29 21:54,1,8,-6.1,28,27
2020/4/29 21:55,-5,8,-6.2,28,27
2020/4/29 21:56,-6,8,-6,28,27
2020/4/29 21:57,5,8,-6.1,28,27
2020/4/29 21:58,3,8,-6.1,28,27
2020/4/29 21:59,1,8,-6.2,28,27
2020/4/29 22:00,4,8,-6.2,28,27
2020/4/29 22:01,8,8,-6.2,28,27
2020/4/29 22:02,-4,7,-6.3,28,27
2020/4/29 22:03,0,8,-6.2,28,27
2020/4/29 22:04,-8,8,-6.2,28,27
2020/4/29 22:05,-5,8,-6.2,28,27
2020/4/29 22:06,-7,8,-6.2,28,27
2020/4/29 22:07,-10,8,-6.3,28,27
2020/4/29 22:08,5,7,-6.3,28,27
2020/4/29 22:09,3,8,-6.2,28,27
2020/4/29 22:10,-8,9,-6.2,28,27
2020/4/29 22:11,-5,7,-6.3,28,27
2020/4/29 22:12,1,9,-6.2,28,27
2020/4/29 22:13,0,8,-6.2,28,27
2020/4/29 22:14,0,7,-6.2,28,27
2020/4/29 22:15,-10,8,-6.2,28,27
2020/4/29 22:16,-8,7,-6.3,28,27
2020/4/29 22:17,-1,9,-6.2,28,27
2020/4/29 22:18,-2,8,-6.2,28,27
2020/4/29 22:19,-8,8,-6.3,28,27
2020/4/29 22:20,-7,8,-6.3,28,27
2020/4/29 22:21,-7,8,-6.2,28,27
2020/4/29 22:22,0,8,-6.2,28,27
2020/4/29 22:23,6,8,-6.2,28,27
2020/4/29 22:24,0,8,-6.2,28,27
2020/4/29 22:25,2,8,-6.2,28,27
2020/4/29 22:26,-7,8,-6.2,28,27
2020/4/29 22:27,-7,8,-6.2,28,27
2020/4/29 22:28,0,8,-6.2,28,27
2020/4/29 22:29,-1,7,-6.2,28,27
2020/4/29 22:30,-10,8,-6.2,28,27
2020/4/29 22:31,-8,8,-6.2,28,27
2020/4/29 22:32,2,8,-6.2,28,27
2020/4/29 22:33,-6,7,-6.3,28,27
2020/4/29 22:34,4,8,-6.2,28,27
2020/4/29 22:35,3,8,-6.3,28,27
2020/4/29 22:36,0,7,-6.3,28,27
2020/4/29 22:37,5,8,-6.3,28,27
2020/4/29 22:38,-1,8,-6.3,28,27
2020/4/29 22:39,-1,8,-6.1,28,27
2020/4/29 22:40,-10,7,-6.1,28,27
2020/4/29 22:41,-1,7,-6.1,29,28
2020/4/29 22:42,0,8,-6.1,29,28
2020/4/29 22:43,4,8,-6,29,28
2020/4/29 22:44,-6,8,-6.1,29,28
2020/4/29 22:45,9,8,-6.1,29,27
2020/4/29 22:46,-2,8,-6.1,29,27
2020/4/29 22:47,-1,8,-6.1,28,27
2020/4/29 22:48,5,9,-6.1,28,27
2020/4/29 22:49,1,9,-6.1,28,27
2020/4/29 22:50,3,8,-6.2,28,27
2020/4/29 22:51,-6,8,-6.1,28,27
2020/4/29 22:52,-9,7,-6.1,28,27
2020/4/29 22:53,0,9,-6.1,28,27
2020/4/29 22:54,-5,8,-6.1,28,27
2020/4/29 22:55,-9,8,-6.1,28,27
2020/4/29 22:56,2,8,-6.2,28,27
2020/4/29 22:57,7,8,-6.1,28,27
2020/4/29 22:58,-10,8,-6.3,28,27
2020/4/29 22:59,-10,9,-6.2,28,27
2020/4/29 23:00,-1,7,-6.2,28,27
2020/4/29 23:01,2,9,-6.2,28,27
2020/4/29 23:02,-8,8,-6.2,28,27
2020/4/29 23:03,-4,7,-6.2,28,27
2020/4/29 23:04,5,8,-6.2,28,27
2020/4/29 23:05,7,8,-6.2,28,27
2020/4/29 23:06,-10,8,-6.2,28,27
2020/4/29 23:07,1,9,-6.3,28,27
2020/4/29 23:08,-7,7,-6.2,28,27
2020/4/29 23:09,6,7,-6.3,28,27
2020/4/29 23:10,-5,8,-6.2,28,27
2020/4/29 23:11,2,7,-6.3,28,27
2020/4/29 23:12,-2,8,-6.3,28,27
2020/4/29 23:13,-7,9,-6.2,28,27
2020/4/29 23:14,1,8,-6.3,28,27
2020/4/29 23:15,-6,8,-6.3,28,27
2020/4/29 23:16,-10,8,-6.3,28,27
2020/4/29 23:17,4,8,-6.3,28,27
2020/4/29 23:18,-9,8,-6.2,28,27
2020/4/29 23:19,0,9,-6.2,28,27
2020/4/29 23:20,2,8,-6.2,28,27
2020/4/29 23:21,-4,8,-6.3,28,27
2020/4/29 23:22,-1,8,-6.2,28,27
2020/4/29 23:23,-10,8,-6.2,28,27
2020/4/29 23:24,6,8,-6.3,28,27
2020/4/29 23:25,1,7,-6.2,28,27
2020/4/29 23:26,8,8,-6.2,28,27
2020/4/29 23:27,1,8,-6.2,28,27
2020/4/29 23:28,-7,9,-6.2,28,27
2020/4/29 23:29,-7,8,-6.2,28,27
2020/4/29 23:30,-2,8,-6.2,28,27
2020/4/29 23:31,0,8,-6.2,28,27
2020/4/29 23:32,-1,8,-6.2,28,27
2020/4/29 23:33,-1,8,-6.2,28,27
2020/4/29 23:34,2,8,-6.1,28,27
2020/4/29 23:35,-2,8,-6,28,27
2020/4/29 23:36,2,8,-6.1,29,28
2020/4/29 23:37,-4,8,-6,29,28
2020/4/29 23:38,-2,8,-6,29,28
2020/4/29 23:39,-3,8,-6.1,29,28
2020/4/29 23:40,-4,7,-6.1,29,28
2020/4/29 23:41,14,8,-6.1,29,27
2020/4/29 23:42,-1,7,-6.1,29,27
2020/4/29 23:43,8,8,-6.2,29,27
2020/4/29 23:44,-5,7,-6.1,28,27
2020/4/29 23:45,-10,8,-6.1,28,27
2020/4/29 23:46,-10,8,-6.1,28,27
2020/4/29 23:47,-2,7,-6.2,28,27
2020/4/29 23:48,-10,8,-6.2,28,27
2020/4/29 23:49,-5,8,-6.2,28,27
2020/4/29 23:50,-10,8,-6.2,28,27
2020/4/29 23:51,0,8,-6.2,28,27
2020/4/29 23:52,-5,8,-6.2,28,27
2020/4/29 23:53,-5,8,-6.2,28,27
2020/4/29 23:54,-6,8,-6.2,28,27
2020/4/29 23:55,-1,9,-6.2,28,27
2020/4/29 23:56,-5,8,-6.3,28,27
2020/4/29 23:57,-1,7,-6.3,28,27
2020/4/29 23:58,9,8,-6.2,28,27
2020/4/29 23:59,-4,8,-6.2,28,27
2020/4/30 00:00,-9,7,-6.2,28,27
2020/4/30 00:01,4,8,-6.3,28,27
2020/4/30 00:02,-8,9,-6.2,28,27
2020/4/30 00:03,-2,7,-6.3,28,27
2020/4/30 00:04,7,8,-6.3,28,27
2020/4/30 00:05,-4,8,-6.2,28,27
2020/4/30 00:06,-5,7,-6.3,28,27
2020/4/30 00:07,-6,8,-6.2,28,27
2020/4/30 00:08,0,8,-6.2,28,27
2020/4/30 00:09,-5,9,-6.2,28,27
2020/4/30 00:10,-1,9,-6.2,28,27
2020/4/30 00:11,-5,8,-6.3,28,27
2020/4/30 00:12,5,8,-6.3,28,27
2020/4/30 00:13,-7,8,-6.3,28,27
2020/4/30 00:14,-6,7,-6.3,28,27
2020/4/30 00:15,-8,8,-6.2,28,27
2020/4/30 00:16,-8,7,-6.3,28,27
2020/4/30 00:17,-10,9,-6.3,28,27
2020/4/30 00:18,-1,9,-6.2,28,27
2020/4/30 00:19,1,7,-6.2,28,27
2020/4/30 00:20,-6,8,-6.2,28,27
2020/4/30 00:21,2,8,-6.2,28,27
2020/4/30 00:22,-10,8,-6.2,28,27
2020/4/30 00:23,-4,8,-6.2,28,27
2020/4/30 00:24,-7,8,-6.2,28,27
2020/4/30 00:25,-8,8,-6.2,28,27
2020/4/30 00:26,4,9,-6.2,28,27
2020/4/30 00:27,5,7,-6.2,28,27
2020/4/30 00:28,-3,8,-6.2,28,27
2020/4/30 00:29,-3,9,-6,28,27
2020/4/30 00:30,-3,8,-6,28,27
2020/4/30 00:31,9,8,-6,29,28
2020/4/30 00:32,7,8,-6,29,28
2020/4/30 00:33,-2,8,-6,29,28
2020/4/30 00:34,-6,7,-6.2,29,28
2020/4/30 00:35,4,7,-6.2,29,27
2020/4/30 00:36,-1,8,-6.1,29,27
2020/4/30 00:37,-2,8,-6.1,29,27
2020/4/30 00:38,-6,8,-6.1,28,27
2020/4/30 00:39,-2,8,-6.1,28,27
2020/4/30 00:40,-10,8,-6.1,28,27
2020/4/30 00:41,8,8,-6.3,28,27
2020/4/30 00:42,-10,7,-6.2,28,27
2020/4/30 00:43,1,8,-6.2,28,27
2020/4/30 00:44,-4,8,-6.2,28,27
2020/4/30 00:45,7,8,-6.2,28,27
2020/4/30 00:46,-2,8,-6.2,28,27
2020/4/30 00:47,8,8,-6.2,28,27
2020/4/30 00:48,-10,7,-6.2,28,27
2020/4/30 00:49,4,8,-6.3,28,27
2020/4/30 00:50,0,8,-6.2,28,27
2020/4/30 00:51,-1,8,-6.2,28,27
2020/4/30 00:52,-3,8,-6.2,28,27
2020/4/30 00:53,8,8,-6.2,28,27
2020/4/30 00:54,-7,8,-6.2,28,27
2020/4/30 00:55,1,8,-6.2,28,27
2020/4/30 00:56,-6,8,-6.2,28,27
2020/4/30 00:57,0,8,-6.3,28,27
2020/4/30 00:58,-6,8,-6.3,28,27
2020/4/30 00:59,-1,8,-6.2,28,27
2020/4/30 01:00,-2,8,-6.2,28,27
2020/4/30 01:01,-1,8,-6.2,28,27
2020/4/30 01:02,1,8,-6.2,28,27
2020/4/30 01:03,-2,7,-6.3,28,27
2020/4/30 01:04,-10,8,-6.2,28,27
2020/4/30 01:05,-4,8,-6.2,28,27
2020/4/30 01:06,-5,8,-6.2,28,27
2020/4/30 01:07,-3,8,-6.2,28,27
2020/4/30 01:08,-8,8,-6.2,28,27
2020/4/30 01:09,-1,8,-6.2,28,27
2020/4/30 01:10,3,9,-6.2,28,27
2020/4/30 01:11,-2,7,-6.3,28,27
2020/4/30 01:12,-10,8,-6.2,28,27
2020/4/30 01:13,-10,8,-6.2,28,27
2020/4/30 01:14,7,9,-6.2,28,27
2020/4/30 01:15,-10,8,-6.3,28,27
2020/4/30 01:16,0,8,-6.2,28,27
2020/4/30 01:17,4,7,-6.3,28,27
2020/4/30 01:18,-10,8,-6.2,28,27
2020/4/30 01:19,-7,7,-6.2,28,27
2020/4/30 01:20,-4,7,-6.2,28,27
2020/4/30 01:21,-10,7,-6.2,28,27
2020/4/30 01:22,-10,8,-6.2,28,27
2020/4/30 01:23,-5,8,-6.1,28,27
2020/4/30 01:24,7,8,-6,28,27
2020/4/30 01:25,0,8,-6.1,29,28
2020/4/30 01:26,1,8,-6,29,28
2020/4/30 01:27,-2,8,-6,29,28
2020/4/30 01:28,-10,7,-6.1,29,28
2020/4/30 01:29,-10,8,-6,29,28
2020/4/30 01:30,-4,8,-6.1,29,27
2020/4/30 01:31,4,8,-6.1,29,27
2020/4/30 01:32,-5,8,-6.2,29,27
2020/4/30 01:33,-7,8,-6.2,29,27
2020/4/30 01:34,-4,9,-6,28,27
2020/4/30 01:35,2,8,-6,28,27
2020/4/30 01:36,-8,7,-6.1,28,27
2020/4/30 01:37,-5,8,-6.1,28,27
2020/4/30 01:38,-7,8,-6.2,28,27
2020/4/30 01:39,9,7,-6.3,28,27
2020/4/30 01:40,-10,8,-6.2,28,27
2020/4/30 01:41,1,7,-6.2,28,27
2020/4/30 01:42,5,7,-6.2,28,27
2020/4/30 01:43,-4,8,-6.2,28,27
2020/4/30 01:44,-2,8,-6.2,28,27
2020/4/30 01:45,-10,8,-6.2,28,27
2020/4/30 01:46,-6,8,-6.2,28,27
2020/4/30 01:47,-10,8,-6.3,28,27
2020/4/30 01:48,-4,9,-6.2,28,27
2020/4/30 01:49,3,8,-6.2,28,27
2020/4/30 01:50,8,7,-6.3,28,27
2020/4/30 01:51,-9,8,-6.2,28,27
2020/4/30 01:52,2,8,-6.3,28,27
2020/4/30 01:53,-3,8,-6.3,28,27
2020/4/30 01:54,6,8,-6.2,28,27
2020/4/30 01:55,-1,7,-6.2,28,27
2020/4/30 01:56,-4,8,-6.2,28,27
2020/4/30 01:57,0,8,-6.2,28,27
2020/4/30 01:58,5,7,-6.3,28,27
2020/4/30 01:59,8,8,-6.3,28,27
2020/4/30 02:00,10,8,-6.2,28,27
2020/4/30 02:01,3,8,-6.2,28,27
2020/4/30 02:02,-7,7,-6.2,28,27
2020/4/30 02:03,-10,8,-6.2,28,27
2020/4/30 02:04,3,8,-6.2,28,27
2020/4/30 02:05,7,8,-6.2,28,27
2020/4/30 02:06,-5,8,-6.2,28,27
2020/4/30 02:07,4,7,-6.3,28,27
2020/4/30 02:08,9,7,-6.2,28,27
2020/4/30 02:09,-9,7,-6.2,28,27
2020/4/30 02:10,3,8,-6.2,28,27
2020/4/30 02:11,-6,8,-6.2,28,27
2020/4/30 02:12,-10,8,-6.2,28,27
2020/4/30 02:13,-6,8,-6.2,28,27
2020/4/30 02:14,9,8,-6.2,28,27
2020/4/30 02:15,8,8,-6.3,28,27
2020/4/30 02:16,6,8,-6.2,28,27
2020/4/30 02:17,-10,8,-6.2,28,27
2020/4/30 02:18,-4,8,-6.2,28,27
2020/4/30 02:19,-6,7,-6.1,28,27
2020/4/30 02:20,11,7,-6,28,27
2020/4/30 02:21,4,8,-6,28,28
2020/4/30 02:22,0,7,-6,29,28
2020/4/30 02:23,-10,8,-6.1,29,28
2020/4/30 02:24,1,8,-6.1,29,27
2020/4/30 02:25,-2,8,-6.1,29,27
2020/4/30 02:26,8,8,-6.1,28,27
2020/4/30 02:27,-7,8,-6.1,28,27
2020/4/30 02:28,-5,8,-6.1,28,27
2020/4/30 02:29,-9,8,-6.1,28,27
2020/4/30 02:30,-10,8,-6.1,28,27
2020/4/30 02:31,-7,8,-6.1,28,27
2020/4/30 02:32,-10,7,-6.2,28,27
2020/4/30 02:33,2,7,-6.2,28,27
2020/4/30 02:34,-5,8,-6.3,28,27
2020/4/30 02:35,-10,7,-6.2,28,27
2020/4/30 02:36,-10,8,-6.2,28,27
2020/4/30 02:37,-8,7,-6.2,28,27
2020/4/30 02:38,-4,7,-6.2,28,27
2020/4/30 02:39,-6,8,-6.2,28,27
2020/4/30 02:40,-3,8,-6.2,28,27
